,movie,year,run_time,genre,rating,about,keywords
727,amour,2012,127 min,drama            ,7.9,georges and anne are an octogenarian couple they are cultivated retired music teachers their daughter also a musician lives in britain with her family one day anne has a stroke and the couples bond of love is severely tested,georges and anne are an octogenarian couple they are cultivated retired music teachers their daughter also a musician lives in britain with her family one day anne has a stroke and the couples bond of love is severely tested drama            
728,the long goodbye,1973,112 min,comedy  crime  drama            ,7.6,private investigator philip marlowe helps a friend out of a jam but in doing so gets implicated in his wifes murder,private investigator philip marlowe helps a friend out of a jam but in doing so gets implicated in his wifes murder comedy  crime  drama            
729,whisper of the heart,1995,111 min,animation  drama  family            ,7.9,a love story between a girl who loves reading books and a boy who has previously checked out all of the library books she chooses,a love story between a girl who loves reading books and a boy who has previously checked out all of the library books she chooses animation  drama  family            
730,gaslight,1944,114 min,crime  drama  mystery            ,7.8,years after her aunt was murdered in her home a young woman moves back into the house with her new husband however he has a secret that he will do anything to protect even if it means driving his wife insane,years after her aunt was murdered in her home a young woman moves back into the house with her new husband however he has a secret that he will do anything to protect even if it means driving his wife insane crime  drama  mystery            
731,touch of evil,1958,95 min,crime  drama  film-noir            ,8.0,a stark perverse story of murder kidnapping and police corruption in a mexican border town,a stark perverse story of murder kidnapping and police corruption in a mexican border town crime  drama  film-noir            
732,hannah and her sisters,1986,107 min,comedy  drama            ,7.9,between two thanksgivings two years apart hannahs husband falls in love with her sister lee while her hypochondriac exhusband rekindles his relationship with her sister holly,between two thanksgivings two years apart hannahs husband falls in love with her sister lee while her hypochondriac exhusband rekindles his relationship with her sister holly comedy  drama            
733,secrets & lies,1996,136 min,comedy  drama            ,8.0,following the death of her adoptive parents a successful young black optometrist establishes contact with her biological mother  a lonely white factory worker living in poverty in east london,following the death of her adoptive parents a successful young black optometrist establishes contact with her biological mother  a lonely white factory worker living in poverty in east london comedy  drama            
734,bicycle thieves,1948,89 min,drama            ,8.3,in postwar italy a workingclass mans bicycle is stolen he and his son set out to find it,in postwar italy a workingclass mans bicycle is stolen he and his son set out to find it drama            
735,yojimbo,1961,110 min,action  drama  thriller            ,8.2,a crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town,a crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town action  drama  thriller            
736,waking life,2001,101 min,animation  drama  fantasy            ,7.8,a man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe,a man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe animation  drama  fantasy            
737,children of heaven,1997,89 min,drama  family  sport            ,8.3,after a boy loses his sisters pair of shoes he goes on a series of adventures in order to find them when he cant he tries a new way to win a new pair,after a boy loses his sisters pair of shoes he goes on a series of adventures in order to find them when he cant he tries a new way to win a new pair drama  family  sport            
738,vikram vedha,2017,147 min,action  crime  drama            ,8.4,vikram a nononsense police officer accompanied by simon his partner is on the hunt to capture vedha a smuggler and a murderer vedha tries to change vikrams life which leads to a conflict,vikram a nononsense police officer accompanied by simon his partner is on the hunt to capture vedha a smuggler and a murderer vedha tries to change vikrams life which leads to a conflict action  crime  drama            
739,city lights,1931,87 min,comedy  drama  romance            ,8.5,with the aid of a wealthy erratic tippler a dewyeyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically,with the aid of a wealthy erratic tippler a dewyeyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically comedy  drama  romance            
740,notorious,1946,102 min,drama  film-noir  romance            ,8.0,a woman is asked to spy on a group of nazi friends in south america how far will she have to go to ingratiate herself with them,a woman is asked to spy on a group of nazi friends in south america how far will she have to go to ingratiate herself with them drama  film-noir  romance            
741,the red shoes,1948,135 min,drama  music  romance            ,8.1,a young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina,a young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina drama  music  romance            
742,fantastic planet,1973,72 min,animation  sci-fi            ,7.8,on a faraway planet where blue giants rule oppressed humanoids rebel against their machinelike leaders,on a faraway planet where blue giants rule oppressed humanoids rebel against their machinelike leaders animation  sci-fi            
743,the station agent,2003,89 min,comedy  drama            ,7.6,when his only friend dies a man born with dwarfism moves to rural new jersey to live a life of solitude only to meet a chatty hot dog vendor and a woman dealing with her own personal loss,when his only friend dies a man born with dwarfism moves to rural new jersey to live a life of solitude only to meet a chatty hot dog vendor and a woman dealing with her own personal loss comedy  drama            
744,infernal affairs,2002,101 min,action  crime  drama            ,8.0,a story between a mole in the police department and an undercover cop their objectives are the same to find out who is the mole and who is the cop,a story between a mole in the police department and an undercover cop their objectives are the same to find out who is the mole and who is the cop action  crime  drama            
745,perfect strangers,2016,96 min,comedy  drama            ,7.8,seven longtime friends get together for a dinner when they decide to share with each other the content of every text message email and phone call they receive many secrets start to unveil and the equilibrium trembles,seven longtime friends get together for a dinner when they decide to share with each other the content of every text message email and phone call they receive many secrets start to unveil and the equilibrium trembles comedy  drama            
746,the 400 blows,1959,99 min,crime  drama            ,8.1,a young boy left without attention delves into a life of petty crime,a young boy left without attention delves into a life of petty crime crime  drama            
747,loving vincent,2017,94 min,animation  biography  crime            ,7.8,in a story depicted in oil painted animation a young man comes to the last hometown of painter vincent van gogh robert gulaczyk to deliver the troubled artists final letter and ends up investigating his final days there,in a story depicted in oil painted animation a young man comes to the last hometown of painter vincent van gogh robert gulaczyk to deliver the troubled artists final letter and ends up investigating his final days there animation  biography  crime            
748,ivan's childhood,1962,95 min,drama  war            ,8.1,during wwii soviet orphan ivan bondarev strikes up a friendship with three sympathetic soviet officers while working as a scout behind the german lines,during wwii soviet orphan ivan bondarev strikes up a friendship with three sympathetic soviet officers while working as a scout behind the german lines drama  war            
749,la double vie de véronique,1991,98 min,drama  fantasy  music            ,7.8,two parallel stories about two identical women one living in poland the other in france they dont know each other but their lives are nevertheless profoundly connected,two parallel stories about two identical women one living in poland the other in france they dont know each other but their lives are nevertheless profoundly connected drama  fantasy  music            
750,victoria,2015,138 min,crime  drama  romance            ,7.6,a young spanish woman who has recently moved to berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret,a young spanish woman who has recently moved to berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret crime  drama  romance            
751,tengoku to jigoku,1963,143 min,crime  drama  mystery            ,8.4,an executive of a shoe company becomes a victim of extortion when his chauffeurs son is kidnapped and held for ransom,an executive of a shoe company becomes a victim of extortion when his chauffeurs son is kidnapped and held for ransom crime  drama  mystery            
752,adams æbler,2005,94 min,comedy  crime  drama            ,7.8,a neonazi sentenced to community service at a church clashes with the blindly devotional priest,a neonazi sentenced to community service at a church clashes with the blindly devotional priest comedy  crime  drama            
753,boksuneun naui geot,2002,129 min,crime  drama  thriller            ,7.6,a recently laid off factory worker kidnaps his former boss friends daughter hoping to use the ransom money to pay for his sisters kidney transplant,a recently laid off factory worker kidnaps his former boss friends daughter hoping to use the ransom money to pay for his sisters kidney transplant crime  drama  thriller            
754,a man for all seasons,1966,120 min,biography  drama  history            ,7.7,the story of sir thomas more who stood up to king henry viii when the king rejected the roman catholic church to obtain a divorce and remarry,the story of sir thomas more who stood up to king henry viii when the king rejected the roman catholic church to obtain a divorce and remarry biography  drama  history            
755,cat on a hot tin roof,1958,108 min,drama            ,8.0,brick is an alcoholic exfootball player who drinks his days away and resists the affections of his wife a reunion with his terminal father jogs a host of memories and revelations for both father and son,brick is an alcoholic exfootball player who drinks his days away and resists the affections of his wife a reunion with his terminal father jogs a host of memories and revelations for both father and son drama            
756,fantasia,1940,125 min,animation  family  fantasy            ,7.7,a collection of animated interpretations of great works of western classical music,a collection of animated interpretations of great works of western classical music animation  family  fantasy            
757,the big sleep,1946,114 min,crime  film-noir  mystery            ,7.9,private detective philip marlowe is hired by a wealthy family before the complex case is over hes seen murder blackmail and what might be love,private detective philip marlowe is hired by a wealthy family before the complex case is over hes seen murder blackmail and what might be love crime  film-noir  mystery            
758,hable con ella,2002,112 min,drama  mystery  romance            ,7.9,two men share an odd friendship while they care for two women who are both in deep comas,two men share an odd friendship while they care for two women who are both in deep comas drama  mystery  romance            
759,the muppet movie,1979,95 min,adventure  comedy  family            ,7.6,kermit and his newfound friends trek across america to find success in hollywood but a frog legs merchant is after kermit,kermit and his newfound friends trek across america to find success in hollywood but a frog legs merchant is after kermit adventure  comedy  family            
760,song of the sea,2014,93 min,animation  adventure  drama            ,8.1,ben a young irish boy and his little sister saoirse a girl who can turn into a seal go on an adventure to free the fairies and save the spirit world,ben a young irish boy and his little sister saoirse a girl who can turn into a seal go on an adventure to free the fairies and save the spirit world animation  adventure  drama            
761,the verdict,1982,129 min,drama            ,7.7,a lawyer sees the chance to salvage his career and selfrespect by taking a medical malpractice case to trial rather than settling,a lawyer sees the chance to salvage his career and selfrespect by taking a medical malpractice case to trial rather than settling drama            
762,porco rosso,1992,94 min,animation  adventure  comedy            ,7.7,in 1930s italy a veteran world war i pilot is cursed to look like an anthropomorphic pig,in 1930s italy a veteran world war i pilot is cursed to look like an anthropomorphic pig animation  adventure  comedy            
763,the killing,1956,84 min,crime  drama  film-noir            ,8.0,crook johnny clay assembles a fiveman team to plan and execute a daring racetrack robbery,crook johnny clay assembles a fiveman team to plan and execute a daring racetrack robbery crime  drama  film-noir            
764,the kid,1921,68 min,comedy  drama  family            ,8.3,the tramp cares for an abandoned child but events put that relationship in jeopardy,the tramp cares for an abandoned child but events put that relationship in jeopardy comedy  drama  family            
765,ta'm e guilass,1997,95 min,drama            ,7.7,an iranian man drives his truck in search of someone who will quietly bury him under a cherry tree after he commits suicide,an iranian man drives his truck in search of someone who will quietly bury him under a cherry tree after he commits suicide drama            
766,paper moon,1973,102 min,comedy  crime  drama            ,8.1,during the great depression a con man finds himself saddled with a young girl who may or may not be his daughter and the two forge an unlikely partnership,during the great depression a con man finds himself saddled with a young girl who may or may not be his daughter and the two forge an unlikely partnership comedy  crime  drama            
767,ikiru,1952,143 min,drama            ,8.3,a bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer,a bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer drama            
768,bin-jip,2004,88 min,crime  drama  romance            ,8.0,a transient young man breaks into empty homes to partake of the vacationing residents lives for a few days,a transient young man breaks into empty homes to partake of the vacationing residents lives for a few days crime  drama  romance            
769,death note: desu nôto,2006,126 min,crime  drama  fantasy            ,7.7,a battle between the worlds two greatest minds begins when light yagami finds the death note a notebook with the power to kill and decides to rid the world of criminals,a battle between the worlds two greatest minds begins when light yagami finds the death note a notebook with the power to kill and decides to rid the world of criminals crime  drama  fantasy            
770,repulsion,1965,105 min,drama  horror  thriller            ,7.7,a sexrepulsed woman who disapproves of her sisters boyfriend sinks into depression and has horrific visions of rape and violence,a sexrepulsed woman who disapproves of her sisters boyfriend sinks into depression and has horrific visions of rape and violence drama  horror  thriller            
771,"south park: bigger, longer & uncut",1999,81 min,animation  comedy  fantasy            ,7.7,when stan marsh and his friends go see an rrated movie they start cursing and their parents think that canada is to blame,when stan marsh and his friends go see an rrated movie they start cursing and their parents think that canada is to blame animation  comedy  fantasy            
772,withnail and i,1987,107 min,comedy  drama            ,7.6,in 1969 two substanceabusing unemployed actors retreat to the countryside for a holiday that proves disastrous,in 1969 two substanceabusing unemployed actors retreat to the countryside for a holiday that proves disastrous comedy  drama            
773,zulu,1964,138 min,drama  history  war            ,7.7,outnumbered british soldiers do battle with zulu warriors at rorkes drift,outnumbered british soldiers do battle with zulu warriors at rorkes drift drama  history  war            
774,my name is khan,2010,165 min,drama            ,8.0,an indian muslim man with aspergers syndrome takes a challenge to speak to the president of the united states seriously and embarks on a crosscountry journey,an indian muslim man with aspergers syndrome takes a challenge to speak to the president of the united states seriously and embarks on a crosscountry journey drama            
775,delicatessen,1991,99 min,comedy  crime            ,7.6,postapocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants,postapocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants comedy  crime            
776,la vie en rose,2007,140 min,biography  drama  music            ,7.6,biopic of the iconic french singer édith piaf raised by her grandmother in a brothel she was discovered while singing on a street corner at the age of 19 despite her success piafs life was filled with tragedy,biopic of the iconic french singer édith piaf raised by her grandmother in a brothel she was discovered while singing on a street corner at the age of 19 despite her success piafs life was filled with tragedy biography  drama  music            
777,underground,1995,170 min,comedy  drama  fantasy            ,8.1,a group of serbian socialists prepares for the war in a surreal underground filled by parties tragedies love and hate,a group of serbian socialists prepares for the war in a surreal underground filled by parties tragedies love and hate comedy  drama  fantasy            
778,zindagi na milegi dobara,2011,155 min,comedy  drama            ,8.1,three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged,three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged comedy  drama            
779,the salesman,2016,124 min,drama            ,7.8,while both participating in a production of death of a salesman a teachers wife is assaulted in her new home which leaves him determined to find the perpetrator over his wifes traumatized objections,while both participating in a production of death of a salesman a teachers wife is assaulted in her new home which leaves him determined to find the perpetrator over his wifes traumatized objections drama            
780,lagaan: once upon a time in india,2001,224 min,drama  musical  sport            ,8.1,the people of a small village in victorian india stake their future on a game of cricket against their ruthless british rulers,the people of a small village in victorian india stake their future on a game of cricket against their ruthless british rulers drama  musical  sport            
781,un long dimanche de fiançailles,2004,133 min,drama  mystery  romance            ,7.6,tells the story of a young womans relentless search for her fiancé who has disappeared from the trenches of the somme during world war one,tells the story of a young womans relentless search for her fiancé who has disappeared from the trenches of the somme during world war one drama  mystery  romance            
782,"i, daniel blake",2016,100 min,drama            ,7.9,after having suffered a heartattack a 59yearold carpenter must fight the bureaucratic forces of the system in order to receive employment and support allowance,after having suffered a heartattack a 59yearold carpenter must fight the bureaucratic forces of the system in order to receive employment and support allowance drama            
783,scarface,1932,93 min,action  crime  drama            ,7.8,an ambitious and nearly insane violent gangster climbs the ladder of success in the mob but his weaknesses prove to be his downfall,an ambitious and nearly insane violent gangster climbs the ladder of success in the mob but his weaknesses prove to be his downfall action  crime  drama            
784,la leggenda del pianista sull'oceano,1998,169 min,drama  music  romance            ,8.1,a baby boy discovered in 1900 on an ocean liner grows into a musical prodigy never setting foot on land,a baby boy discovered in 1900 on an ocean liner grows into a musical prodigy never setting foot on land drama  music  romance            
785,tropa de elite,2007,115 min,action  crime  drama            ,8.0,in 1997 rio de janeiro captain nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the pope visits,in 1997 rio de janeiro captain nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the pope visits action  crime  drama            
786,sacrifice,1986,149 min,drama            ,8.1,at the dawn of world war iii a man searches for a way to restore peace to the world and finds he must give something in return,at the dawn of world war iii a man searches for a way to restore peace to the world and finds he must give something in return drama            
787,short cuts,1993,188 min,comedy  drama            ,7.7,the daytoday lives of several suburban los angeles residents,the daytoday lives of several suburban los angeles residents comedy  drama            
788,shine,1996,105 min,biography  drama  music            ,7.7,pianist david helfgott driven by his father and teachers has a breakdown years later he returns to the piano to popular if not critical acclaim,pianist david helfgott driven by his father and teachers has a breakdown years later he returns to the piano to popular if not critical acclaim biography  drama  music            
789,frankenstein,1931,70 min,drama  horror  sci-fi            ,7.8,dr frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts,dr frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts drama  horror  sci-fi            
790,the vanishing,1988,107 min,mystery  thriller            ,7.7,rex and saskia a young couple in love are on vacation they stop at a busy service station and saskia is abducted after three years and no sign of saskia rex begins receiving letters from the abductor,rex and saskia a young couple in love are on vacation they stop at a busy service station and saskia is abducted after three years and no sign of saskia rex begins receiving letters from the abductor mystery  thriller            
791,the thin man,1934,91 min,comedy  crime  mystery            ,8.0,former detective nick charles and his wealthy wife nora investigate a murder case mostly for the fun of it,former detective nick charles and his wealthy wife nora investigate a murder case mostly for the fun of it comedy  crime  mystery            
792,control,2007,122 min,biography  drama  music            ,7.7,a profile of ian curtis the enigmatic singer of joy division whose personal professional and romantic troubles led him to commit suicide at the age of 23,a profile of ian curtis the enigmatic singer of joy division whose personal professional and romantic troubles led him to commit suicide at the age of 23 biography  drama  music            
793,le salaire de la peur,1953,131 min,adventure  drama  thriller            ,8.1,in a decrepit south american village four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe,in a decrepit south american village four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe adventure  drama  thriller            
794,trois couleurs: blanc,1994,92 min,comedy  drama  romance            ,7.6,after his wife divorces him a polish immigrant plots to get even with her,after his wife divorces him a polish immigrant plots to get even with her comedy  drama  romance            
795,gully boy,2019,154 min,drama  music  romance            ,8.0,a comingofage story based on the lives of street rappers in mumbai,a comingofage story based on the lives of street rappers in mumbai drama  music  romance            
796,höstsonaten,1978,99 min,drama  music            ,8.2,a married daughter who longs for her mothers love is visited by the latter a successful concert pianist,a married daughter who longs for her mothers love is visited by the latter a successful concert pianist drama  music            
797,when marnie was there,2014,103 min,animation  drama  family            ,7.7,due to 12 yo annas asthma shes sent to stay with relatives of her guardian in the japanese countryside she likes to be alone sketching she befriends marnie who is the mysterious blonde marnie,due to 12 yo annas asthma shes sent to stay with relatives of her guardian in the japanese countryside she likes to be alone sketching she befriends marnie who is the mysterious blonde marnie animation  drama  family            
798,a hard day's night,1964,87 min,comedy  musical            ,7.6,over two typical days in the life of the beatles the boys struggle to keep themselves and sir paul mccartneys mischievous grandfather in check while preparing for a live television performance,over two typical days in the life of the beatles the boys struggle to keep themselves and sir paul mccartneys mischievous grandfather in check while preparing for a live television performance comedy  musical            
799,land of mine,2015,100 min,drama  history  war            ,7.8,in postworld war ii denmark a group of young german pows are forced to clear a beach of thousands of land mines under the watch of a danish sergeant who slowly learns to appreciate their plight,in postworld war ii denmark a group of young german pows are forced to clear a beach of thousands of land mines under the watch of a danish sergeant who slowly learns to appreciate their plight drama  history  war            
800,fitzcarraldo,1982,158 min,adventure  drama            ,8.1,the story of brian sweeney fitzgerald an extremely determined man who intends to build an opera house in the middle of a jungle,the story of brian sweeney fitzgerald an extremely determined man who intends to build an opera house in the middle of a jungle adventure  drama            
801,les diaboliques,1955,117 min,crime  drama  horror            ,8.1,the wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi,the wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi crime  drama  horror            
802,efter brylluppet,2006,120 min,drama            ,7.7,a manager of an orphanage in india is sent to copenhagen denmark where he discovers a lifealtering family secret,a manager of an orphanage in india is sent to copenhagen denmark where he discovers a lifealtering family secret drama            
803,dara iz jasenovca,2020,130 min,drama  war            ,8.3,follows the story of a young girl named dara who is sent to a concentration camp in croatia during world war 2,follows the story of a young girl named dara who is sent to a concentration camp in croatia during world war 2 drama  war            
804,once were warriors,1994,102 min,crime  drama            ,7.9,a family descended from maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts,a family descended from maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts crime  drama            
805,lilja 4-ever,2002,109 min,crime  drama            ,7.8,sixteenyearold lilja and her only friend the young boy volodja live in russia fantasizing about a better life one day lilja falls in love with andrej who is going to sweden and invites lilja to come along and start a new life,sixteenyearold lilja and her only friend the young boy volodja live in russia fantasizing about a better life one day lilja falls in love with andrej who is going to sweden and invites lilja to come along and start a new life crime  drama            
806,wait until dark,1967,108 min,thriller            ,7.8,a recently blinded woman is terrorized by a trio of thugs while they search for a heroinstuffed doll they believe is in her apartment,a recently blinded woman is terrorized by a trio of thugs while they search for a heroinstuffed doll they believe is in her apartment thriller            
807,freaks,1932,64 min,drama  horror            ,7.9,a circus beautiful trapeze artist agrees to marry the leader of sideshow performers but his deformed friends discover she is only marrying him for his inheritance,a circus beautiful trapeze artist agrees to marry the leader of sideshow performers but his deformed friends discover she is only marrying him for his inheritance drama  horror            
808,stalag 17,1953,120 min,comedy  drama  war            ,8.0,when two escaping american world war ii prisoners are killed the german pow camp barracks black marketeer jj sefton is suspected of being an informer,when two escaping american world war ii prisoners are killed the german pow camp barracks black marketeer jj sefton is suspected of being an informer comedy  drama  war            
809,mr. smith goes to washington,1939,129 min,comedy  drama            ,8.1,a naive man is appointed to fill a vacancy in the united states senate his plans promptly collide with political corruption but he doesnt back down,a naive man is appointed to fill a vacancy in the united states senate his plans promptly collide with political corruption but he doesnt back down comedy  drama            
810,wild strawberries,1957,91 min,drama  romance            ,8.2,after living a life marked by coldness an aging professor is forced to confront the emptiness of his existence,after living a life marked by coldness an aging professor is forced to confront the emptiness of his existence drama  romance            
811,his girl friday,1940,92 min,comedy  drama  romance            ,7.9,a newspaper editor uses every trick in the book to keep his ace reporter exwife from remarrying,a newspaper editor uses every trick in the book to keep his ace reporter exwife from remarrying comedy  drama  romance            
812,das weiße band - eine deutsche kindergeschichte,2009,144 min,drama  history  mystery            ,7.8,strange events happen in a small village in the north of germany during the years before world war i which seem to be ritual punishment who is responsible,strange events happen in a small village in the north of germany during the years before world war i which seem to be ritual punishment who is responsible drama  history  mystery            
813,andrei rublev,1966,205 min,biography  drama  history            ,8.1,the life times and afflictions of the fifteenthcentury russian iconographer st andrei rublev,the life times and afflictions of the fifteenthcentury russian iconographer st andrei rublev biography  drama  history            
814,the little prince,2015,108 min,animation  adventure  drama            ,7.7,a little girl lives in a very grownup world with her mother who tries to prepare her for it her neighbor the aviator introduces the girl to an extraordinary world where anything is possible the world of the little prince,a little girl lives in a very grownup world with her mother who tries to prepare her for it her neighbor the aviator introduces the girl to an extraordinary world where anything is possible the world of the little prince animation  adventure  drama            
815,leviathan,2014,140 min,crime  drama            ,7.6,in a russian coastal town kolya is forced to fight the corrupt mayor when he is told that his house will be demolished he recruits a lawyer friend to help but the mans arrival brings further misfortune for kolya and his family,in a russian coastal town kolya is forced to fight the corrupt mayor when he is told that his house will be demolished he recruits a lawyer friend to help but the mans arrival brings further misfortune for kolya and his family crime  drama            
816,the tale of princess kaguya,2013,137 min,animation  adventure  drama            ,8.0,found inside a shining stalk of bamboo by an old bamboo cutter and his wife a tiny girl grows rapidly into an exquisite young lady the mysterious young princess enthralls all who encounter her but ultimately she must confront her fate the punishment for her crime,found inside a shining stalk of bamboo by an old bamboo cutter and his wife a tiny girl grows rapidly into an exquisite young lady the mysterious young princess enthralls all who encounter her but ultimately she must confront her fate the punishment for her crime animation  adventure  drama            
817,ninja scroll,1993,94 min,animation  action  adventure            ,7.9,a vagabond swordsman is aided by a beautiful ninja girl and a crafty spy in confronting a demonic clan of killers  with a ghost from his past as their leader  who are bent on overthrowing the tokugawa shogunate,a vagabond swordsman is aided by a beautiful ninja girl and a crafty spy in confronting a demonic clan of killers  with a ghost from his past as their leader  who are bent on overthrowing the tokugawa shogunate animation  action  adventure            
818,shadow of a doubt,1943,108 min,film-noir  thriller            ,7.8,a young girl overjoyed when her favorite uncle comes to visit the family slowly begins to suspect that he is in fact the merry widow killer sought by the authorities,a young girl overjoyed when her favorite uncle comes to visit the family slowly begins to suspect that he is in fact the merry widow killer sought by the authorities film-noir  thriller            
819,tangerines,2013,87 min,drama  war            ,8.2,in 1992 war rages in abkhazia a breakaway region of georgia an estonian man ivo has decided to stay behind and harvest his crops of tangerines in a bloody conflict at his door a wounded man is left behind and ivo takes him in,in 1992 war rages in abkhazia a breakaway region of georgia an estonian man ivo has decided to stay behind and harvest his crops of tangerines in a bloody conflict at his door a wounded man is left behind and ivo takes him in drama  war            
820,batman: mask of the phantasm,1993,76 min,animation  action  crime            ,7.8,batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin,batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin animation  action  crime            
821,arsenic and old lace,1943,118 min,comedy  crime  thriller            ,8.0,a writer of books on the futility of marriage risks his reputation when he decides to get married things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers,a writer of books on the futility of marriage risks his reputation when he decides to get married things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers comedy  crime  thriller            
822,cape fear,1962,106 min,drama  thriller            ,7.7,a lawyers family is stalked by a man he once helped put in jail,a lawyers family is stalked by a man he once helped put in jail drama  thriller            
823,pink,2016,136 min,drama  thriller            ,8.1,when three young women are implicated in a crime a retired lawyer steps forward to help them clear their names,when three young women are implicated in a crime a retired lawyer steps forward to help them clear their names drama  thriller            
824,night on earth,1991,129 min,comedy  drama            ,7.7,an anthology of 5 different cab drivers in 5 american and european cities and their remarkable fares on the same eventful night,an anthology of 5 different cab drivers in 5 american and european cities and their remarkable fares on the same eventful night comedy  drama            
825,baahubali: the beginning,2015,159 min,action  drama            ,8.0,in ancient india an adventurous and daring man becomes involved in a decadesold feud between two warring peoples,in ancient india an adventurous and daring man becomes involved in a decadesold feud between two warring peoples action  drama            
826,the day the earth stood still,1951,92 min,drama  sci-fi            ,7.7,an alien lands and tells the people of earth that they must live peacefully or be destroyed as a danger to other planets,an alien lands and tells the people of earth that they must live peacefully or be destroyed as a danger to other planets drama  sci-fi            
827,loveless,2017,127 min,drama            ,7.6,a couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments,a couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments drama            
828,all quiet on the western front,1930,152 min,drama  war            ,8.1,a german youth eagerly enters world war i but his enthusiasm wanes as he gets a firsthand view of the horror,a german youth eagerly enters world war i but his enthusiasm wanes as he gets a firsthand view of the horror drama  war            
829,brief encounter,1945,86 min,drama  romance            ,8.0,meeting a stranger in a railway station a woman is tempted to cheat on her husband,meeting a stranger in a railway station a woman is tempted to cheat on her husband drama  romance            
830,the cabinet of dr. caligari,1920,76 min,fantasy  horror  mystery            ,8.1,hypnotist dr caligari uses a somnambulist cesare to commit murders,hypnotist dr caligari uses a somnambulist cesare to commit murders fantasy  horror  mystery            
831,peeping tom,1960,101 min,drama  horror  thriller            ,7.7,a young man murders women using a movie camera to film their dying expressions of terror,a young man murders women using a movie camera to film their dying expressions of terror drama  horror  thriller            
832,la battaglia di algeri,1966,121 min,drama  war            ,8.1,in the 1950s fear and violence escalate as the people of algiers fight for independence from the french government,in the 1950s fear and violence escalate as the people of algiers fight for independence from the french government drama  war            
833,il conformista,1970,113 min,drama            ,8.0,a weakwilled italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher now a political dissident,a weakwilled italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher now a political dissident drama            
834,drishyam,2013,160 min,crime  drama  thriller            ,8.3,a man goes to extreme lengths to save his family from punishment after the family commits an accidental crime,a man goes to extreme lengths to save his family from punishment after the family commits an accidental crime crime  drama  thriller            
835,the world's fastest indian,2005,127 min,biography  drama  sport            ,7.8,the story of new zealander burt munro who spent years rebuilding a 1920 indian motorcycle which helped him set the land speed world record at utahs bonneville salt flats in 1967,the story of new zealander burt munro who spent years rebuilding a 1920 indian motorcycle which helped him set the land speed world record at utahs bonneville salt flats in 1967 biography  drama  sport            
836,the odd couple,1968,105 min,comedy            ,7.7,two friends try sharing an apartment but their ideas of housekeeping and lifestyles are as different as night and day,two friends try sharing an apartment but their ideas of housekeeping and lifestyles are as different as night and day comedy            
837,kolar gold fields,2018,156 min,action  drama            ,8.2,in the 1970s a fierce rebel rises against brutal oppression and becomes the symbol of hope to legions of downtrodden people,in the 1970s a fierce rebel rises against brutal oppression and becomes the symbol of hope to legions of downtrodden people action  drama            
838,"aguirre, the wrath of god",1972,95 min,action  adventure  biography            ,7.9,in the 16th century the ruthless and insane don lope de aguirre leads a spanish expedition in search of el dorado,in the 16th century the ruthless and insane don lope de aguirre leads a spanish expedition in search of el dorado action  adventure  biography            
839,the adventures of robin hood,1938,102 min,action  adventure  romance            ,7.9,when prince john and the norman lords begin oppressing the saxon masses in king richards absence a saxon lord fights back as the outlaw leader of a rebel guerrilla army,when prince john and the norman lords begin oppressing the saxon masses in king richards absence a saxon lord fights back as the outlaw leader of a rebel guerrilla army action  adventure  romance            
